cnn_interval,runs,mean_fps,fps_sd,median_latency_ms,p95_latency_ms,p99_latency_ms,frames_within_40ms_pct,mean_cpu_percent,peak_cpu_percent,initial_temperature_c,mean_temperature_c,peak_temperature_c,throttling_samples,visible_target_frames,protected_target_frames,partially_protected_target_frames,leaked_target_frames,target_leakage_rate_pct,leak_event_count,mean_max_consecutive_leak_frames,maximum_consecutive_leak_frames,mean_leak_event_duration_frames,mean_reacquisition_delay_frames,maximum_reacquisition_delay_frames,resolved_reappearance_count,unresolved_reappearance_count
5,30,42.167769,15.972322,24.963260,43.934052,55.857333,85.940741,65.686222,95.000000,66.155000,66.525333,71.600000,0.000000,17592.000000,11598.000000,3240.000000,2754.000000,15.654843,90.000000,29.200000,157.000000,10.188095,4.633333,93.000000,9.000000,12.000000
6,30,43.219699,17.714008,25.580476,43.332724,54.038377,86.007407,64.580222,90.900000,66.430000,66.614556,70.500000,0.000000,17592.000000,12018.000000,2853.000000,2721.000000,15.467258,93.000000,29.600000,157.000000,10.300595,4.633333,93.000000,9.000000,12.000000
